mjd,mag,magerr,filter,wavelength
56443.20976,18.11,0.12,C,6178.184964660442
56443.21588,18.14,0.12,C,6178.184964660442
56443.22203,18.2,0.12,C,6178.184964660442
56443.22823,18.22,0.13,C,6178.184964660442
56674.4992362335,17.793213369229342,0.05656439357502015,z,8961.488333992429
56674.4992362335,17.79983092231672,0.04424380941516436,z,8961.488333992429
56674.4992362335,17.79284585267217,0.06496177820124063,z,8961.488333992429
56674.4992362335,17.799851546765083,0.04394288192103457,z,8961.488333992429
56674.4992362335,17.557979522981263,0.038993584173439254,z,8961.488333992429
56680.6177366199,18.311753551289776,0.018002768079100784,r,6185.194476741525
56680.6287317369,18.398806156393356,0.009415520599280199,r,6185.194476741525
56683.6110388789,18.164308749046477,0.15103943902089093,r,6185.194476741525
56683.6345830319,17.785436905335146,0.020854529173504714,i,7499.704174464691
56683.647522361,17.807251155602223,0.04826094736272511,i,7499.704174464691
56683.647522361,17.793607925033747,0.009203421586499838,i,7499.704174464691
56683.647522361,17.80534069783719,0.044683089515602015,i,7499.704174464691
56715.4603499818,19.156427970163715,0.01680731504798332,g,4718.872246248685
56805.70802845,17.252000000000002,0.074,W1,34002.551861150176
56805.70802845,17.294999999999998,0.154,W2,46520.081762929745
56805.83956826,17.034,0.071,W1,34002.551861150176
56805.83956826,17.49,0.229,W2,46520.081762929745
56805.97123549,17.284,0.072,W1,34002.551861150176
56805.97123549,17.471,0.201,W2,46520.081762929745
56806.10277525,17.261,0.123,W1,34002.551861150176
56806.10277525,17.703,0.21,W2,46520.081762929745
56806.16860885,17.243000000000002,0.068,W1,34002.551861150176
56806.16860885,17.352999999999998,0.144,W2,46520.081762929745
56806.23444244,17.27,0.066,W1,34002.551861150176
56806.23444244,17.264,0.133,W2,46520.081762929745
56806.30014862,17.189999999999998,0.118,W1,34002.551861150176
56806.30014862,17.181,0.114,W2,46520.081762929745
56806.36598221,17.102,0.063,W1,34002.551861150176
56806.36598221,17.224999999999998,0.134,W2,46520.081762929745
56806.4318158,17.268,0.075,W1,34002.551861150176
56806.4318158,17.172,0.196,W2,46520.081762929745
56806.56335557,17.203,0.07,W1,34002.551861150176
56806.56335557,17.19,0.116,W2,46520.081762929745
56806.56348294,17.369999999999997,0.092,W1,34002.551861150176
56806.56348294,17.326,0.144,W2,46520.081762929745
56806.69502266,17.308999999999997,0.075,W1,34002.551861150176
56806.69502266,17.392,0.147,W2,46520.081762929745
56806.82656252,17.211,0.068,W1,34002.551861150176
56806.82656252,17.126,0.117,W2,46520.081762929745
56995.7467239,17.384,0.083,W1,34002.551861150176
56995.7467239,17.66,0.2,W2,46520.081762929745
56995.87826419,17.349,0.077,W1,34002.551861150176
56995.87826419,17.711,0.198,W2,46520.081762929745
56996.00967721,17.262,0.072,W1,34002.551861150176
56996.00967721,17.43,0.162,W2,46520.081762929745
56996.14109019,17.319,0.105,W1,34002.551861150176
56996.14109019,17.335,0.165,W2,46520.081762929745
56996.20679669,17.27,0.07,W1,34002.551861150176
56996.20679669,17.311,0.137,W2,46520.081762929745
56996.20692406,17.308,0.081,W1,34002.551861150176
56996.20692406,17.575,0.192,W2,46520.081762929745
56996.27263057,17.329,0.076,W1,34002.551861150176
56996.27263057,17.230999999999998,0.18,W2,46520.081762929745
56996.33833708,17.310000000000002,0.091,W1,34002.551861150176
56996.33833708,17.464,0.187,W2,46520.081762929745
56996.40404359,17.314999999999998,0.077,W1,34002.551861150176
56996.40404359,17.192,0.186,W2,46520.081762929745
56996.46975006,17.229,0.084,W1,34002.551861150176
56996.46975006,17.224,0.138,W2,46520.081762929745
56996.60116303,17.266,0.086,W1,34002.551861150176
56996.60116303,17.118,0.134,W2,46520.081762929745
56996.60129035,17.32,0.081,W1,34002.551861150176
56996.60129035,17.158,0.151,W2,46520.081762929745
56996.73270337,17.314999999999998,0.119,W1,34002.551861150176
56996.73270337,17.291,0.133,W2,46520.081762929745
57036.6267939443,18.312277375245404,0.009296739343469777,r,6185.194476741525
57036.6362119015,18.39311610855286,0.009422295357306609,r,6185.194476741525
57036.6457619531,18.363892114741503,0.011236335860348499,r,6185.194476741525
57036.6551291612,18.381459096971348,0.008440814327182897,r,6185.194476741525
57164.57504285,17.194,0.068,W1,34002.551861150176
57164.57504285,17.104,0.135,W2,46520.081762929745
57164.70632817,17.109,0.124,W1,34002.551861150176
57164.70632817,17.05,0.177,W2,46520.081762929745
57164.83748612,17.279,0.081,W1,34002.551861150176
57164.83748612,17.233999999999998,0.115,W2,46520.081762929745
57164.83761348,17.474,0.081,W1,34002.551861150176
57164.83761348,17.709,0.246,W2,46520.081762929745
57164.96877149,17.229,0.067,W1,34002.551861150176
57164.96877149,17.487,0.199,W2,46520.081762929745
57165.03435046,17.128,0.074,W1,34002.551861150176
57165.03435046,17.049,0.132,W2,46520.081762929745
57165.03447784,17.221,0.068,W1,34002.551861150176
57165.03447784,17.316,0.136,W2,46520.081762929745
57165.10005676,17.375999999999998,0.079,W1,34002.551861150176
57165.10005676,17.36,0.139,W2,46520.081762929745
57165.16563574,17.211,0.079,W1,34002.551861150176
57165.16563574,17.294999999999998,0.126,W2,46520.081762929745
57165.23121472,17.310000000000002,0.072,W1,34002.551861150176
57165.23121472,17.208,0.116,W2,46520.081762929745
57165.23134204,17.144,0.083,W1,34002.551861150176
57165.23134204,17.373,0.156,W2,46520.081762929745
57165.29692101,17.237000000000002,0.105,W1,34002.551861150176
57165.29692101,17.13,0.11,W2,46520.081762929745
57165.42807897,17.250999999999998,0.089,W1,34002.551861150176
57165.42807897,17.419,0.141,W2,46520.081762929745
57165.42820628,17.081,0.069,W1,34002.551861150176
57165.42820628,17.151,0.158,W2,46520.081762929745
57165.55936424,17.246000000000002,0.071,W1,34002.551861150176
57165.55936424,17.325,0.144,W2,46520.081762929745
57165.69064951,17.186999999999998,0.069,W1,34002.551861150176
57165.69064951,17.305,0.122,W2,46520.081762929745
57168.70919306,17.174,0.072,W1,34002.551861150176
57168.70919306,16.956,0.173,W2,46520.081762929745
57193.2635454782,17.732481290225163,0.0570565000067335,z,8961.488333992429
57193.2635454782,17.704796422497303,0.09468834985595284,z,8961.488333992429
57357.78434138,17.079,0.087,W1,34002.551861150176
57357.78434138,17.331,0.192,W2,46520.081762929745
57357.91549988,16.991,0.071,W1,34002.551861150176
57357.91549988,17.19,0.196,W2,46520.081762929745
57358.04665835,17.136,0.065,W1,34002.551861150176
57358.04665835,17.352,0.176,W2,46520.081762929745
57358.11223762,17.176000000000002,0.072,W1,34002.551861150176
57358.11223762,16.923,0.123,W2,46520.081762929745
57358.17781684,17.136,0.071,W1,34002.551861150176
57358.17781684,17.326999999999998,0.228,W2,46520.081762929745
57358.24339608,17.078,0.07,W1,34002.551861150176
57358.24339608,16.72,0.115,W2,46520.081762929745
57358.3089753,17.148,0.07,W1,34002.551861150176
57358.3089753,17.104,0.217,W2,46520.081762929745
57358.37455453,17.232,0.087,W1,34002.551861150176
57358.37455453,17.119,0.145,W2,46520.081762929745
57358.50571303,17.212,0.077,W1,34002.551861150176
57358.50571303,17.474999999999998,0.266,W2,46520.081762929745
57358.63687154,17.095,0.069,W1,34002.551861150176
57358.63687154,17.305,0.214,W2,46520.081762929745
57358.76803005,17.157,0.067,W1,34002.551861150176
57358.76803005,17.297,0.166,W2,46520.081762929745
57360.53854596,17.036,0.061,W1,34002.551861150176
57360.53854596,17.145,0.127,W2,46520.081762929745
57360.6697045,17.165,0.069,W1,34002.551861150176
57360.6697045,17.147,0.126,W2,46520.081762929745
57360.80086304,17.036,0.07,W1,34002.551861150176
57360.80086304,17.099,0.123,W2,46520.081762929745
57360.93202159,17.064,0.067,W1,34002.551861150176
57360.93202159,17.218,0.174,W2,46520.081762929745
57360.99747352,17.127000000000002,0.081,W1,34002.551861150176
57360.99747352,17.111,0.121,W2,46520.081762929745
57360.99760083,17.033,0.071,W1,34002.551861150176
57360.99760083,17.378,0.153,W2,46520.081762929745
57361.06305277,17.069,0.065,W1,34002.551861150176
57361.06305277,17.201,0.147,W2,46520.081762929745
57361.06318013,17.116999999999997,0.074,W1,34002.551861150176
57361.06318013,17.115,0.115,W2,46520.081762929745
57361.12863206,17.097,0.063,W1,34002.551861150176
57361.12863206,17.565,0.178,W2,46520.081762929745
57361.19421126,17.048000000000002,0.074,W1,34002.551861150176
57361.19421126,16.909,0.104,W2,46520.081762929745
57361.25979051,17.144,0.076,W1,34002.551861150176
57361.25979051,17.089,0.127,W2,46520.081762929745
57361.39094905,17.113,0.064,W1,34002.551861150176
57361.39094905,16.831,0.097,W2,46520.081762929745
57361.5221076,17.019,0.062,W1,34002.551861150176
57361.5221076,17.08,0.164,W2,46520.081762929745
57361.65326619,17.091,0.061,W1,34002.551861150176
57361.65326619,17.152,0.116,W2,46520.081762929745
57364.593504,17.932,0.109,o,6866.2638386279095
57364.601531,18.042,0.092,o,6866.2638386279095
57364.613187,17.994,0.093,o,6866.2638386279095
57384.538308,17.666,0.149,o,6866.2638386279095
57384.53954,17.665,0.157,o,6866.2638386279095
57384.563751,19.466,2.207,o,6866.2638386279095
57384.56562,17.641,1.091,o,6866.2638386279095
57384.583323,17.861,0.14,o,6866.2638386279095
57385.561501,18.062,0.194,o,6866.2638386279095
57385.566572,17.938,0.175,o,6866.2638386279095
57385.571002,18.551,0.317,o,6866.2638386279095
57385.579223,17.949,0.15,o,6866.2638386279095
57385.591369,18.172,0.202,o,6866.2638386279095
57385.607592,17.784,0.112,o,6866.2638386279095
57395.548233,18.575,0.128,c,5408.663570891947
57395.553312,19.457,0.267,c,5408.663570891947
57395.554534,18.586,0.11,c,5408.663570891947
57395.569706,18.803,0.14,c,5408.663570891947
57395.572141,18.712,0.207,c,5408.663570891947
57395.591796,18.62,0.127,c,5408.663570891947
57402.556264,19.163,0.238,c,5408.663570891947
57402.572931,18.631,0.147,c,5408.663570891947
57402.574137,18.592,0.124,c,5408.663570891947
57402.587662,18.876,0.181,c,5408.663570891947
57402.601065,18.746,0.14,c,5408.663570891947
57402.624686,18.748,0.134,c,5408.663570891947
57403.553713,18.676,0.136,c,5408.663570891947
57403.570336,18.693,0.153,c,5408.663570891947
57403.57154,18.599,0.117,c,5408.663570891947
57403.585297,19.305,0.242,c,5408.663570891947
57403.597941,18.632,0.127,c,5408.663570891947
57403.622978,18.771,0.144,c,5408.663570891947
57415.575515,18.106,0.168,o,6866.2638386279095
57415.599648,17.868,0.143,o,6866.2638386279095
57415.600258,18.24,0.188,o,6866.2638386279095
57415.607185,18.248,0.213,o,6866.2638386279095
57415.635798,18.07,0.18,o,6866.2638386279095
57418.5824948098,18.29086836032324,0.05166792039371836,r,6185.194476741525
57418.5824948098,18.284541172144138,0.04144078116378094,r,6185.194476741525
57420.551146,18.556,0.149,c,5408.663570891947
57420.563345,19.053,0.179,c,5408.663570891947
57420.579097,18.527,0.126,c,5408.663570891947
57420.579715,19.209,0.274,c,5408.663570891947
57420.599024,18.704,0.148,c,5408.663570891947
57420.624287,18.966,0.195,c,5408.663570891947
57427.537235,18.814,0.13,c,5408.663570891947
57427.549444,18.517,0.118,c,5408.663570891947
57427.551284,18.677,0.124,c,5408.663570891947
57427.58202,18.725,0.136,c,5408.663570891947
57427.595653,18.527,0.113,c,5408.663570891947
57432.516727,18.826,0.145,c,5408.663570891947
57432.529774,18.845,0.164,c,5408.663570891947
57432.553848,18.331,0.143,c,5408.663570891947
57432.554452,18.902,0.164,c,5408.663570891947
57432.560596,18.728,0.142,c,5408.663570891947
57432.590637,18.657,0.138,c,5408.663570891947
57433.507202,18.386,0.129,c,5408.663570891947
57433.519252,18.556,0.132,c,5408.663570891947
57433.532589,18.515,0.124,c,5408.663570891947
57433.5547,18.516,0.114,c,5408.663570891947
57433.568239,18.826,0.151,c,5408.663570891947
57442.479855,18.23,0.351,o,6866.2638386279095
57442.491829,18.249,0.619,o,6866.2638386279095
57442.505525,17.875,0.252,o,6866.2638386279095
57442.51061,17.77,0.224,o,6866.2638386279095
57442.529745,18.089,0.25,o,6866.2638386279095
57442.541764,17.589,0.196,o,6866.2638386279095
57443.473672,17.72,0.141,o,6866.2638386279095
57443.497582,18.606,0.278,o,6866.2638386279095
57443.501828,17.809,0.185,o,6866.2638386279095
57443.522617,17.918,0.172,o,6866.2638386279095
57443.534169,17.692,0.133,o,6866.2638386279095
57450.463656,19.071,0.163,c,5408.663570891947
57450.474542,19.154,0.19,c,5408.663570891947
57450.489129,18.682,0.128,c,5408.663570891947
57450.48961,18.898,0.197,c,5408.663570891947
57450.507474,18.96,0.173,c,5408.663570891947
57450.530265,18.679,0.14,c,5408.663570891947
57451.462442,18.464,0.099,c,5408.663570891947
57451.485737,18.737,0.116,c,5408.663570891947
57451.488386,18.326,0.118,c,5408.663570891947
57451.505584,18.7,0.13,c,5408.663570891947
57451.528821,18.743,0.153,c,5408.663570891947
57455.454604,18.543,0.138,c,5408.663570891947
57455.464533,18.082,0.228,c,5408.663570891947
57455.48583,18.31,0.191,c,5408.663570891947
57455.486794,18.52,0.205,c,5408.663570891947
57455.491283,18.865,0.217,c,5408.663570891947
57455.518845,18.675,0.149,c,5408.663570891947
57463.437069,18.003,0.124,o,6866.2638386279095
57463.456763,17.671,0.092,o,6866.2638386279095
57463.457727,18.031,0.109,o,6866.2638386279095
57463.477581,17.803,0.093,o,6866.2638386279095
57463.488818,17.931,0.092,o,6866.2638386279095
57467.410984,17.709,0.156,o,6866.2638386279095
57467.434423,18.543,0.311,o,6866.2638386279095
57467.435389,17.879,0.202,o,6866.2638386279095
57467.451639,18.03,0.227,o,6866.2638386279095
57467.475067,18.059,0.219,o,6866.2638386279095
57471.412414,18.485,0.434,o,6866.2638386279095
57471.422816,18.182,0.319,o,6866.2638386279095
57471.444208,18.391,0.444,o,6866.2638386279095
57471.444735,17.953,0.237,o,6866.2638386279095
57471.449487,17.753,0.282,o,6866.2638386279095
57471.47236,17.803,0.193,o,6866.2638386279095
57475.442223,18.042,0.15,o,6866.2638386279095
57475.44274,18.144,0.131,o,6866.2638386279095
57475.461956,18.004,0.119,o,6866.2638386279095
57475.47402,18.069,0.13,o,6866.2638386279095
57479.425545,18.607,0.145,c,5408.663570891947
57479.42843,18.609,0.125,c,5408.663570891947
57479.444569,18.537,0.148,c,5408.663570891947
57479.452122,19.224,0.254,c,5408.663570891947
57479.472716,18.459,0.124,c,5408.663570891947
57483.386037,18.47,0.125,c,5408.663570891947
57483.408298,19.114,0.196,c,5408.663570891947
57483.408789,18.68,0.162,c,5408.663570891947
57483.422853,18.903,0.182,c,5408.663570891947
57483.442905,18.611,0.136,c,5408.663570891947
57487.376249,19.055,0.203,c,5408.663570891947
57487.385965,18.63,0.137,c,5408.663570891947
57487.404543,18.57,0.172,c,5408.663570891947
57487.405021,18.56,0.11,c,5408.663570891947
57487.410772,18.618,0.142,c,5408.663570891947
57487.432816,18.585,0.134,c,5408.663570891947
57489.376891,18.64,0.149,c,5408.663570891947
57489.386937,18.783,0.153,c,5408.663570891947
57489.388372,18.542,0.113,c,5408.663570891947
57489.405778,17.013,0.256,c,5408.663570891947
57489.412148,18.723,0.136,c,5408.663570891947
57489.422893,18.423,0.109,c,5408.663570891947
57495.306772,17.854,0.211,o,6866.2638386279095
57495.326696,17.878,0.214,o,6866.2638386279095
57495.327654,17.701,0.204,o,6866.2638386279095
57495.358166,18.467,0.363,o,6866.2638386279095
57498.326954,17.861,0.258,o,6866.2638386279095
57498.327434,17.832,0.259,o,6866.2638386279095
57498.347786,18.989,0.715,o,6866.2638386279095
57498.354468,17.966,0.272,o,6866.2638386279095
57498.355901,18.39,0.344,o,6866.2638386279095
57498.372872,18.241,0.309,o,6866.2638386279095
57498.375263,17.894,0.253,o,6866.2638386279095
57500.427954,18.787,0.555,o,6866.2638386279095
57500.436793,18.38,0.521,o,6866.2638386279095
57500.450168,18.304,0.383,o,6866.2638386279095
57500.458602,19.091,0.868,o,6866.2638386279095
57500.472455,18.475,0.48,o,6866.2638386279095
57500.480536,17.651,0.283,o,6866.2638386279095
57500.492128,18.132,0.373,o,6866.2638386279095
57500.501089,20.263,3.354,o,6866.2638386279095
57502.4201064356,17.67101821544546,0.04355265490137801,i,7499.704174464691
57502.4201064356,17.68390957662757,0.06452801555558439,i,7499.704174464691
57513.334749,19.106,0.769,c,5408.663570891947
57513.337247,18.799,0.79,c,5408.663570891947
57513.353543,18.618,0.197,c,5408.663570891947
57513.367687,18.662,0.17,c,5408.663570891947
57513.379905,18.936,0.246,c,5408.663570891947
57524.311802,17.782,0.172,o,6866.2638386279095
57524.316054,18.157,0.243,o,6866.2638386279095
57524.321131,18.321,0.283,o,6866.2638386279095
57524.327554,18.388,0.258,o,6866.2638386279095
57524.334855,18.091,0.221,o,6866.2638386279095
57524.3374,18.422,0.3,o,6866.2638386279095
57524.342825,18.057,0.305,o,6866.2638386279095
57526.3752831627,17.70254183623561,0.0667379750118442,i,7499.704174464691
57526.3752831627,17.70351151304031,0.05527689141396224,i,7499.704174464691
57526.3752831627,17.698757309902565,0.054564030461660494,i,7499.704174464691
57526.3752831627,17.700187397140404,0.03326938692440556,i,7499.704174464691
