mjd,mag,magerr,filter,wavelength
58631.329527,17.887,0.046,o,6866.2638386279095
58631.344142,17.924,0.051,o,6866.2638386279095
58632.1792477,18.14259313210005,0.08417922684315532,r,6185.194476741525
58632.2451969008,17.59542364288097,0.049188052914815164,z,8961.488333992429
58632.2451969008,17.594384348864807,0.05016971204046406,z,8961.488333992429
58632.2451969008,17.595394777882376,0.05454347008945691,z,8961.488333992429
58632.2451969008,17.594891019330138,0.05454468879549956,z,8961.488333992429
58633.1703935,18.098388413364344,0.08927227717674162,r,6185.194476741525
58633.1713194,18.09672308140035,0.08664045041328333,r,6185.194476741525
58633.2424653,18.825560396174396,0.12063638554855399,g,4718.872246248685
58633.2433681,18.626476640830795,0.1031589200219945,g,4718.872246248685
58633.2467903597,17.53863801892729,0.03972452053906446,z,8961.488333992429
58633.2467903597,17.538781468987374,0.05120004238760863,z,8961.488333992429
58633.2467903597,17.534568422361176,0.04863278829102365,z,8961.488333992429
58633.2467903597,17.536044379156813,0.04913666804728986,z,8961.488333992429
58633.31992,17.698,0.045,o,6866.2638386279095
58633.322715,17.844,0.046,o,6866.2638386279095
58633.328298,17.818,0.053,o,6866.2638386279095
58633.340544,17.703,0.068,o,6866.2638386279095
58634.183669,18.138807297939522,0.08657680106613863,r,6185.194476741525
58634.1962037,18.72844489222966,0.09861175559673459,g,4718.872246248685
58634.2465086319,17.594180241011067,0.05919394065116902,z,8961.488333992429
58634.2465086319,17.59608344725941,0.05950328161752001,z,8961.488333992429
58634.2465086319,17.6189588317185,0.04556359142636391,z,8961.488333992429
58634.2465086319,17.619600410388674,0.04622691280872378,z,8961.488333992429
58635.1984606,18.73653880869078,0.08652606499903485,g,4718.872246248685
58635.2469179059,17.537183099691546,0.04423391515430484,z,8961.488333992429
58635.2469179059,17.539019216499334,0.04396694471989407,z,8961.488333992429
58635.2469179059,17.547946114427738,0.03862228563620188,z,8961.488333992429
58635.2469179059,17.548388584598438,0.03783722428891445,z,8961.488333992429
58635.306481,18.575,0.064,c,5408.663570891947
58635.309764,18.431,0.057,c,5408.663570891947
58635.315786,18.43,0.055,c,5408.663570891947
58635.32777,18.414,0.062,c,5408.663570891947
58636.2384491,18.804000837868127,0.10154067062082013,g,4718.872246248685
58636.242338,18.773134821637548,0.09799042555632437,g,4718.872246248685
58636.2480765831,17.660090634035505,0.01292473756325189,z,8961.488333992429
58636.2480765831,17.661174587732322,0.012201212073356936,z,8961.488333992429
58636.2480765831,17.648608470538857,0.04123262297275435,z,8961.488333992429
58636.2480765831,17.650736166391294,0.04074747951352901,z,8961.488333992429
58637.1964236,18.159654542515348,0.0836724519410498,r,6185.194476741525
58637.2245486,18.740697968775436,0.0972968144719875,g,4718.872246248685
58639.1823843,18.17976956688237,0.08856868887968353,r,6185.194476741525
58639.2241088,18.706971017836537,0.09822495934330862,g,4718.872246248685
58639.275559,18.482,0.074,c,5408.663570891947
58639.278914,18.473,0.062,c,5408.663570891947
58639.289403,18.611,0.084,c,5408.663570891947
58639.30029,18.564,0.063,c,5408.663570891947
58641.284663,17.86,0.058,o,6866.2638386279095
58641.287961,17.806,0.051,o,6866.2638386279095
58641.293084,17.935,0.061,o,6866.2638386279095
58641.310356,17.915,0.061,o,6866.2638386279095
58642.1721065,18.756778067685747,0.1725226162241225,g,4718.872246248685
58642.2155671,18.146010835579617,0.08916904317436082,r,6185.194476741525
58643.295468,17.982,0.057,o,6866.2638386279095
58643.298745,17.899,0.057,o,6866.2638386279095
58643.3043,17.918,0.049,o,6866.2638386279095
58643.316445,18.07,0.071,o,6866.2638386279095
58645.1990625,18.680294583743834,0.22486197189506604,g,4718.872246248685
58645.239335,18.967,1.83,o,6866.2638386279095
58645.250234,18.01,0.106,o,6866.2638386279095
58645.255488,17.831,0.083,o,6866.2638386279095
58645.260243,17.912,0.08,o,6866.2638386279095
58647.244044,17.86,0.274,o,6866.2638386279095
58647.246787,18.208,0.221,o,6866.2638386279095
58647.25358,17.802,0.07,o,6866.2638386279095
58647.263988,18.0,0.071,o,6866.2638386279095
58648.1847454,18.92905106510154,0.318700634436137,g,4718.872246248685
58648.1956597,18.18292213367789,0.16136251453389636,r,6185.194476741525
58651.1747569,18.732281412028122,0.3714455101841163,g,4718.872246248685
58651.236088,18.203875200485,0.22266762910242818,r,6185.194476741525
58651.286914,19.517,0.831,H,16285.346694916348
58653.241262,18.33,0.495,o,6866.2638386279095
58653.244043,17.76,0.204,o,6866.2638386279095
58653.249691,17.951,0.094,o,6866.2638386279095
58653.262425,17.798,0.057,o,6866.2638386279095
58654.1813542,18.115728562555617,0.09855729937140795,r,6185.194476741525
58654.2645139,18.990256735673302,0.42829239975845723,g,4718.872246248685
58655.251313,18.036,0.194,o,6866.2638386279095
58655.254727,18.198,0.307,o,6866.2638386279095
58655.264619,17.705,0.087,o,6866.2638386279095
58655.270297,17.98,0.1,o,6866.2638386279095
58658.1840856,18.10433781562449,0.09170599529082049,r,6185.194476741525
58658.1946412,18.74667653924262,0.11190501336544893,g,4718.872246248685
58659.283862,17.951,0.066,o,6866.2638386279095
58659.287142,17.76,0.094,o,6866.2638386279095
58659.292722,17.957,0.075,o,6866.2638386279095
58659.302922,17.834,0.06,o,6866.2638386279095
58661.2007523,18.136662787175858,0.09605346682094552,r,6185.194476741525
58661.2239699,18.75014990001238,0.13917795478594797,g,4718.872246248685
58665.270309,17.833,0.059,o,6866.2638386279095
58665.273117,17.843,0.06,o,6866.2638386279095
58665.279293,17.866,0.06,o,6866.2638386279095
58665.289234,17.811,0.057,o,6866.2638386279095
58667.2069444,18.74263393650172,0.14558529624352878,g,4718.872246248685
58667.2231713,18.172102025268718,0.12283293025877602,r,6185.194476741525
58667.262128,18.935,0.124,c,5408.663570891947
58667.264919,18.781,0.102,c,5408.663570891947
58667.280697,18.545,0.075,c,5408.663570891947
58670.186088,18.163312233865433,0.11906787584259372,r,6185.194476741525
58670.2012616,18.674048720685036,0.15773138390208014,g,4718.872246248685
58673.1868634,18.582174304949177,0.1814251349964273,g,4718.872246248685
58673.2026389,18.139655115939533,0.13771457813722315,r,6185.194476741525
58676.1767824,18.48974251022948,0.24894462391277203,g,4718.872246248685
58676.1996875,18.163050324148756,0.18008508731229664,r,6185.194476741525
58679.184919,18.538048637517775,0.3025746621468917,g,4718.872246248685
58679.2006134,18.17106394457167,0.20367856495007688,r,6185.194476741525
58681.259424,17.727,0.125,o,6866.2638386279095
58681.267027,17.632,0.134,o,6866.2638386279095
58681.270472,18.233,0.175,o,6866.2638386279095
58681.280653,18.219,0.218,o,6866.2638386279095
58689.243845,17.691,0.904,o,6866.2638386279095
58689.247073,17.505,0.286,o,6866.2638386279095
58689.261754,17.942,0.061,o,6866.2638386279095
58689.275392,17.779,0.056,o,6866.2638386279095
58765.5216667,18.11403742642429,0.1599130781265395,r,6185.194476741525
58765.5265972,18.209895035641384,0.17763030764398183,r,6185.194476741525
58765.5315278,17.99066647254036,0.20354010052776061,r,6185.194476741525
58765.5364583,18.24917365600139,0.46192667821481564,r,6185.194476741525
58767.5214352,18.204700884548444,0.16057010277053735,r,6185.194476741525
58767.5264236,18.176484099592095,0.17237194490127533,r,6185.194476741525
58767.5314352,18.12215053994693,0.2182086628854923,r,6185.194476741525
58767.5364352,18.08576214616107,0.3556588165759321,r,6185.194476741525
58769.5244792,18.23227911753197,0.2859235971234249,r,6185.194476741525
58769.5293519,18.028124340247025,0.23843168186869795,r,6185.194476741525
58769.5342245,18.147013171457495,0.3059331246003856,r,6185.194476741525
58769.5391088,17.574891710193754,0.27550540745081553,r,6185.194476741525
58771.5249769,18.133574165139994,0.267921911238731,r,6185.194476741525
58771.5347454,18.074732637100333,0.2993039425159319,r,6185.194476741525
58771.5396412,17.885449126087718,0.29021472852325964,r,6185.194476741525
58776.5129861,18.142060104505603,0.1680069607014852,r,6185.194476741525
58779.5170949,18.566154397861006,0.17393102393447457,g,4718.872246248685
58785.5125347,18.156321354741472,0.12421232195222882,r,6185.194476741525
58789.508669,18.54857755561628,0.1080801825405936,g,4718.872246248685
58789.5290972,17.993735638586813,0.12047620175833898,r,6185.194476741525
58792.5097685,18.011830934720642,0.10855163293291228,r,6185.194476741525
58792.5346181,18.52862737168113,0.09909273918396905,g,4718.872246248685
58798.5409491,18.05473273518061,0.12593718308313348,r,6185.194476741525
58799.563552,18.54,0.626,o,6866.2638386279095
58799.566802,19.061,1.0,o,6866.2638386279095
58799.572994,17.729,0.224,o,6866.2638386279095
58799.583121,17.962,0.271,o,6866.2638386279095
58801.643197,17.821,0.075,o,6866.2638386279095
58801.646086,17.864,0.073,o,6866.2638386279095
58801.649404,17.729,0.082,o,6866.2638386279095
58801.652309,17.755,0.117,o,6866.2638386279095
58804.5076273,18.495820553858476,0.19720121523478215,g,4718.872246248685
58804.5264005,18.05565340576881,0.14092436963389263,r,6185.194476741525
58812.554375,18.053545537429045,0.08931569929814454,r,6185.194476741525
58813.627033,17.886,0.037,o,6866.2638386279095
58813.630034,17.876,0.042,o,6866.2638386279095
58813.635846,17.869,0.039,o,6866.2638386279095
58813.646331,17.882,0.043,o,6866.2638386279095
58813.660787,17.614,0.162,o,6866.2638386279095
58815.622837,21.426,3.706,c,5408.663570891947
58815.639625,18.273,0.071,c,5408.663570891947
58815.642898,18.304,0.063,c,5408.663570891947
58815.651446,18.387,0.077,c,5408.663570891947
58815.654432,18.356,0.096,c,5408.663570891947
58815.660077,18.459,0.174,c,5408.663570891947
58819.5244907,17.41890541778622,0.19892532380255076,i,7499.704174464691
58819.5256366,17.428023062924822,0.19305212747067646,i,7499.704174464691
58819.5267824,17.46157277083079,0.1955796175138414,i,7499.704174464691
58819.5279282,17.431147388782783,0.1621607374352124,i,7499.704174464691
58820.31126267,17.034,0.064,W1,34002.551861150176
58820.31126267,16.948999999999998,0.112,W2,46520.081762929745
58820.44203876,16.907,0.056,W1,34002.551861150176
58820.44203876,17.176,0.125,W2,46520.081762929745
58820.44216612,17.057000000000002,0.083,W1,34002.551861150176
58820.44216612,17.029,0.135,W2,46520.081762929745
58820.57294216,17.0,0.061,W1,34002.551861150176
58820.57294216,17.251,0.173,W2,46520.081762929745
58820.63839389,17.052,0.063,W1,34002.551861150176
58820.63839389,17.027,0.132,W2,46520.081762929745
58820.7037183,16.959,0.058,W1,34002.551861150176
58820.7037183,16.848,0.1,W2,46520.081762929745
58820.76916998,17.041,0.062,W1,34002.551861150176
58820.76916998,17.022,0.14,W2,46520.081762929745
58820.83462166,16.997,0.062,W1,34002.551861150176
58820.83462166,17.035,0.182,W2,46520.081762929745
58820.89994606,17.152,0.072,W1,34002.551861150176
58820.89994606,16.996,0.116,W2,46520.081762929745
58820.90007339,17.02,0.061,W1,34002.551861150176
58820.90007339,16.937,0.15,W2,46520.081762929745
58820.9653978,17.14,0.065,W1,34002.551861150176
58820.9653978,17.141,0.129,W2,46520.081762929745
58821.03084948,16.93,0.06,W1,34002.551861150176
58821.03084948,17.092,0.131,W2,46520.081762929745
58821.16111625,16.971,0.061,W1,34002.551861150176
58821.16111625,16.784,0.094,W2,46520.081762929745
58821.29252892,16.990000000000002,0.06,W1,34002.551861150176
58821.29252892,17.054,0.12,W2,46520.081762929745
58821.580343,17.893,0.044,o,6866.2638386279095
58821.583764,17.787,0.038,o,6866.2638386279095
58821.589467,17.824,0.035,o,6866.2638386279095
58821.603955,17.78,0.04,o,6866.2638386279095
58823.5115741,18.453202964976988,0.2930287771098541,g,4718.872246248685
58825.588627,17.837,0.041,o,6866.2638386279095
58825.591654,17.702,0.035,o,6866.2638386279095
58825.598399,17.84,0.037,o,6866.2638386279095
58825.609314,17.743,0.034,o,6866.2638386279095
58825.668104,17.528,0.355,o,6866.2638386279095
58827.594807,17.812,0.065,o,6866.2638386279095
58827.597734,17.816,0.066,o,6866.2638386279095
58827.604904,17.855,0.057,o,6866.2638386279095
58827.614896,17.809,0.056,o,6866.2638386279095
58828.4239583,18.022185853953665,0.14560811452724218,r,6185.194476741525
58828.4906829,17.35305377799972,0.05528560297184077,i,7499.704174464691
58828.4918287,17.404886608921544,0.052210089936092795,i,7499.704174464691
58828.4929745,17.38414057031202,0.054933895108105646,i,7499.704174464691
58828.4941204,17.374025989453862,0.05551525586853914,i,7499.704174464691
58828.550162,18.52194574807691,0.16916003405000593,g,4718.872246248685
58829.591151,17.644,0.069,o,6866.2638386279095
58829.594446,17.679,0.071,o,6866.2638386279095
58829.602036,17.752,0.062,o,6866.2638386279095
58829.614466,17.856,0.071,o,6866.2638386279095
58830.4812731,17.3496728820105,0.04862839645526841,i,7499.704174464691
58831.4536343,18.058914454073367,0.13568508155281533,r,6185.194476741525
58831.4916319,17.334639475890313,0.052040075934927,i,7499.704174464691
58831.4927778,17.336044988384756,0.052909363923844224,i,7499.704174464691
58831.493912,17.380086475884976,0.05843849053940068,i,7499.704174464691
58831.5493866,18.334089964118135,0.15873030271564564,g,4718.872246248685
58833.4737731,18.005138196766623,0.12840152879111505,r,6185.194476741525
58833.4742361,18.033245425190096,0.1332530808340234,r,6185.194476741525
58833.4746875,18.029787826638263,0.13585567601570145,r,6185.194476741525
58833.4946296,17.964096016165612,0.12310078996308657,r,6185.194476741525
58833.495081,18.02588339761462,0.12843933580219566,r,6185.194476741525
58833.630392,17.874,0.06,o,6866.2638386279095
58833.633614,17.749,0.045,o,6866.2638386279095
58833.639156,17.807,0.06,o,6866.2638386279095
58833.653517,17.787,0.05,o,6866.2638386279095
58833.670754,17.867,0.217,o,6866.2638386279095
58834.5030324,18.038367869796772,0.14011723056252115,r,6185.194476741525
58837.4639699,18.040261663001665,0.08705693392253362,r,6185.194476741525
58837.513588,18.505747751522293,0.09640704343088748,g,4718.872246248685
58837.5145023,18.318431867571157,0.11006224364135599,g,4718.872246248685
58837.5149537,18.450148817170117,0.10511975126862395,g,4718.872246248685
58837.5285069,17.388035947050994,0.04512875594230927,i,7499.704174464691
58837.61231,17.809,0.04,o,6866.2638386279095
58837.617295,17.766,0.043,o,6866.2638386279095
58837.62043,17.843,0.044,o,6866.2638386279095
58837.630757,17.766,0.045,o,6866.2638386279095
58838.52875,17.3774941997534,0.15262212648563178,i,7499.704174464691
58838.5657755,18.08685061797767,0.38407370483204617,r,6185.194476741525
58838.5662269,18.143569813123754,0.3738445511208259,r,6185.194476741525
58841.619994,17.846,0.036,o,6866.2638386279095
58841.62377,17.854,0.037,o,6866.2638386279095
58841.632083,17.817,0.034,o,6866.2638386279095
58841.644073,17.833,0.035,o,6866.2638386279095
58845.59565,17.886,0.036,o,6866.2638386279095
58845.598621,17.785,0.032,o,6866.2638386279095
58845.605169,17.79,0.034,o,6866.2638386279095
58845.623028,17.819,0.036,o,6866.2638386279095
58846.4536227,18.00864496655536,0.07271800991606359,r,6185.194476741525
58849.4503125,17.983512290807354,0.08308047420462918,r,6185.194476741525
58849.619492,17.806,0.04,o,6866.2638386279095
58849.624628,17.845,0.043,o,6866.2638386279095
58849.637479,17.83,0.041,o,6866.2638386279095
58849.64097,17.843,0.044,o,6866.2638386279095
58851.471331,18.066236424740584,0.08575479889832993,r,6185.194476741525
58851.4717824,18.059827872189864,0.07852407133061189,r,6185.194476741525
58851.4722222,18.055885577031752,0.07386203984007136,r,6185.194476741525
58851.473588,18.0097428587475,0.07495438093167069,r,6185.194476741525
58851.4740394,17.99970802281975,0.07368012631998305,r,6185.194476741525
58852.4432986,18.05432510999702,0.07324591508971776,r,6185.194476741525
58852.5403125,18.530339223959707,0.06658144130952019,g,4718.872246248685
58854.5147569,18.50424399343606,0.0744724595219938,g,4718.872246248685
58854.5192824,18.456451304600904,0.0861825770242036,g,4718.872246248685
58854.5197338,18.51213544861823,0.09878309513301779,g,4718.872246248685
58855.3737037,18.098179265667365,0.12287831456535932,r,6185.194476741525
58855.3782176,17.33306593828248,0.07020788289392448,i,7499.704174464691
58855.3983218,17.367774913874662,0.07151285143010587,i,7499.704174464691
58855.4161343,17.398938209957485,0.07315695281421938,i,7499.704174464691
58855.4378009,18.442673013002363,0.12594947684353977,g,4718.872246248685
58855.4583102,18.423873657321728,0.10912947995279289,g,4718.872246248685
58855.5193287,18.493781917985103,0.06808660439853093,g,4718.872246248685
58855.5363079,18.009833528188267,0.06704537142951414,r,6185.194476741525
58859.3051736,17.893101341875962,0.18837591237060652,r,6185.194476741525
58859.305625,18.035588206498552,0.21292880852966733,r,6185.194476741525
58859.3060764,17.82200919901199,0.1837790904853554,r,6185.194476741525
58859.3626852,17.993228044290973,0.17563487320795135,r,6185.194476741525
58859.363588,18.11562620213411,0.19433250668985655,r,6185.194476741525
58859.3846181,17.365438455893823,0.11264721350669066,i,7499.704174464691
58859.3985417,17.280167137856555,0.10623736056966705,i,7499.704174464691
58859.4149537,17.423280982428707,0.10772245818480883,i,7499.704174464691
58859.425081,18.054021629374112,0.1585081507765144,r,6185.194476741525
58859.5084838,18.43323121352256,0.2345026104695896,g,4718.872246248685
58859.5273611,18.452766613955575,0.23717365295506232,g,4718.872246248685
58859.528287,18.8548816735883,0.34003068769931694,g,4718.872246248685
58860.393831,18.243032963452066,0.207464315184629,r,6185.194476741525
58861.320625,18.075278008384917,0.21659387841893737,r,6185.194476741525
58861.3584375,17.367102119075494,0.08078232048680033,i,7499.704174464691
58861.4170023,17.344656342851202,0.06934681223645196,i,7499.704174464691
58861.4430556,18.427254440829326,0.24371761756904803,g,4718.872246248685
58861.4785069,18.682105337649592,0.2928458020554972,g,4718.872246248685
58862.367581,18.07721328251501,0.16664708525471034,r,6185.194476741525
58862.3685069,17.95123498180273,0.14350347363831178,r,6185.194476741525
58862.4388889,18.446743324730022,0.20196063254408397,g,4718.872246248685
58862.4398032,18.513765638655254,0.21226055181044215,g,4718.872246248685
58862.4602431,18.470004108453665,0.20155167874944055,g,4718.872246248685
58862.5217824,17.327432332146827,0.06474262481817461,i,7499.704174464691
58862.5279167,17.383623304500006,0.08060147443946634,i,7499.704174464691
58863.3494213,18.130264609432327,0.1484019416435923,r,6185.194476741525
58863.4371644,18.440034248248075,0.16322406972489073,g,4718.872246248685
58863.48,17.310282732092865,0.05207892698816564,i,7499.704174464691
58863.5012037,17.357866425586245,0.05464153330427008,i,7499.704174464691
58864.3253704,17.979840892058895,0.10891346001746309,r,6185.194476741525
58864.344838,18.018151412053914,0.10444264445469097,r,6185.194476741525
58864.3677894,17.36774924591733,0.04732836758185784,i,7499.704174464691
58864.3792824,17.371538537045556,0.0480619244512568,i,7499.704174464691
58864.395544,17.37261757820317,0.08037937064607428,i,7499.704174464691
58864.4139583,18.633058728022245,0.14788470442572418,g,4718.872246248685
58864.4350579,18.576791000936197,0.14002288300498866,g,4718.872246248685
58866.3558565,18.05951959052837,0.0697434528588077,r,6185.194476741525
58866.3567477,18.03287054017481,0.07840852909968025,r,6185.194476741525
58866.4010532,18.612568395825143,0.09341391476582342,g,4718.872246248685
58866.4157292,18.551144304906455,0.09446371523533424,g,4718.872246248685
58866.4278009,17.347069631144574,0.04630431861072861,i,7499.704174464691
58866.459456,17.342047368502236,0.055618412820597644,i,7499.704174464691
58866.5173958,18.04800714382598,0.0913247054787841,r,6185.194476741525
58866.5487963,18.547886687849726,0.09744753175046605,g,4718.872246248685
58867.3572338,17.963966637137993,0.07753706590769865,r,6185.194476741525
58867.4128704,18.57347510839454,0.07698725878258303,g,4718.872246248685
58867.424213,18.62102770049856,0.08230902863524106,g,4718.872246248685
58867.4691435,18.044434983962674,0.0783042378438923,r,6185.194476741525
58867.5098958,17.371365491268254,0.045763871133564234,i,7499.704174464691
58867.5300116,17.36379084561949,0.04658173370917952,i,7499.704174464691
58867.56568,17.86,0.044,o,6866.2638386279095
58867.569732,17.743,0.035,o,6866.2638386279095
58867.577807,17.874,0.042,o,6866.2638386279095
58867.592838,17.886,0.044,o,6866.2638386279095
58869.566384,17.907,0.042,o,6866.2638386279095
58869.571636,17.827,0.038,o,6866.2638386279095
58869.575834,17.834,0.038,o,6866.2638386279095
58869.585716,17.866,0.041,o,6866.2638386279095
58871.3551852,17.347955030493022,0.045363474145508426,i,7499.704174464691
58871.3829977,17.34547470999469,0.04692633389891529,i,7499.704174464691
58871.4335417,18.49586872263898,0.07225265133389124,g,4718.872246248685
58871.434456,18.538568218440336,0.07070421693647996,g,4718.872246248685
58871.4913773,18.07545710013493,0.07727879482076257,r,6185.194476741525
58871.5078356,18.046536654938052,0.08050400969706961,r,6185.194476741525
58871.5087616,18.08976201506988,0.07698907162624814,r,6185.194476741525
58871.624585,18.392,0.061,c,5408.663570891947
58871.630297,18.393,0.071,c,5408.663570891947
58871.63304,18.505,0.065,c,5408.663570891947
58871.653733,18.405,0.061,c,5408.663570891947
58872.4797569,17.362763851083407,0.048659920111317485,i,7499.704174464691
58872.5410301,17.349279040193345,0.04120233253347428,i,7499.704174464691
58873.2906829,18.09232596651492,0.08153410945665115,r,6185.194476741525
58873.3273148,18.039642126076924,0.08382705565608443,r,6185.194476741525
58873.3933449,18.5172221426941,0.07051305611817199,g,4718.872246248685
58873.4025579,18.554071910351382,0.06973134772722445,g,4718.872246248685
58873.4241898,17.346254498150024,0.04721530207372472,i,7499.704174464691
58873.4594097,17.347884496777112,0.043203706930681894,i,7499.704174464691
58873.544643,17.87,0.041,o,6866.2638386279095
58873.547991,17.783,0.042,o,6866.2638386279095
58873.562142,17.99,0.056,o,6866.2638386279095
58873.568099,17.884,0.043,o,6866.2638386279095
58873.571583,17.82,0.037,o,6866.2638386279095
58873.575496,17.834,0.044,o,6866.2638386279095
58873.585358,17.852,0.047,o,6866.2638386279095
58873.596768,17.853,0.041,o,6866.2638386279095
58874.3014352,18.052758562843756,0.09776171767503745,r,6185.194476741525
58874.3189468,18.057706144274427,0.0729390749026895,r,6185.194476741525
58874.380706,18.57453006506853,0.1333431132307576,g,4718.872246248685
58874.3816204,18.546631915106744,0.14868932031337725,g,4718.872246248685
58874.3998611,18.566114991423394,0.06829879746820622,g,4718.872246248685
58875.2913079,18.032911491547168,0.07061318833369461,r,6185.194476741525
58875.3110301,18.08516449529499,0.06740968783653696,r,6185.194476741525
58875.3586343,17.38162440880881,0.039764709812788526,i,7499.704174464691
58875.3805556,17.36508959755724,0.035248446341588247,i,7499.704174464691
58875.4539815,18.653980126421096,0.06784414294074216,g,4718.872246248685
58875.577246,18.447,0.061,c,5408.663570891947
58875.589883,18.527,0.067,c,5408.663570891947
58875.597505,18.382,0.053,c,5408.663570891947
58875.601206,18.395,0.051,c,5408.663570891947
58876.2965856,18.068619753714,0.07665709674435166,r,6185.194476741525
58876.3406713,18.0428056714253,0.07532394927700242,r,6185.194476741525
58876.3725,18.56121760173763,0.07511722584988004,g,4718.872246248685
58876.384537,18.52448608256167,0.07300551768613509,g,4718.872246248685
58876.4012616,17.354294152994,0.041981002843668326,i,7499.704174464691
58876.4376736,17.354057802346173,0.042297930366453,i,7499.704174464691
58877.324838,18.036026787249018,0.07382386927840663,r,6185.194476741525
58877.3537037,18.065556774994263,0.0815384507275743,r,6185.194476741525
58877.3596528,18.504916340364467,0.07419333213898248,g,4718.872246248685
58877.3785648,18.577278228483806,0.0747347421806616,g,4718.872246248685
58877.3934028,18.54755335838697,0.07481622354196114,g,4718.872246248685
58877.4035995,17.36157855810974,0.03493417006970894,i,7499.704174464691
58877.555112,17.873,0.043,o,6866.2638386279095
58877.556491,17.883,0.039,o,6866.2638386279095
58877.558378,17.806,0.041,o,6866.2638386279095
58877.559759,17.777,0.038,o,6866.2638386279095
58877.56542,17.887,0.042,o,6866.2638386279095
58877.567863,17.802,0.039,o,6866.2638386279095
58877.580666,17.766,0.039,o,6866.2638386279095
58877.581126,17.792,0.031,o,6866.2638386279095
58877.675498,17.867,0.142,o,6866.2638386279095
58878.3208565,18.059353397367932,0.07757137950367357,r,6185.194476741525
58878.3614236,18.065463662951103,0.07493954429127635,r,6185.194476741525
58878.3848148,18.66984505486946,0.08374626779726718,g,4718.872246248685
58878.4035185,17.378368687407693,0.03672392774386781,i,7499.704174464691
58878.4245949,17.366377317065442,0.03724718377278649,i,7499.704174464691
58878.4915509,18.696077936642737,0.08532998716732829,g,4718.872246248685
58879.2103819,18.569381978511238,0.2000219823940156,g,4718.872246248685
58879.2487731,18.621557624793255,0.18144891784792958,g,4718.872246248685
58879.3493287,18.140096178722118,0.07788567229928064,r,6185.194476741525
58879.3652431,18.113806479808485,0.08409415212039559,r,6185.194476741525
58879.3933912,17.42930129358763,0.04451489303257877,i,7499.704174464691
58879.395706,17.364494849979057,0.058812923156061445,i,7499.704174464691
58879.3961574,17.366672333757027,0.05991219932923835,i,7499.704174464691
58879.4024421,17.36086471068603,0.045511899813562226,i,7499.704174464691
58879.458569,18.806,0.203,c,5408.663570891947
58879.462437,18.219,0.136,c,5408.663570891947
58879.467941,18.446,0.089,c,5408.663570891947
58879.482062,18.377,0.193,c,5408.663570891947
58880.224375,18.03607320535806,0.11135503518621048,r,6185.194476741525
58880.3409954,18.092096695668992,0.0712371761226583,r,6185.194476741525
58880.3626157,17.351737748663197,0.03708711642646606,i,7499.704174464691
58880.3813194,17.38857315257952,0.03678724250384903,i,7499.704174464691
58880.4430787,18.52521585549002,0.07420352068472116,g,4718.872246248685
58880.4449653,18.55169622988175,0.07200776180255114,g,4718.872246248685
58880.4647222,18.5574605777449,0.07670706237904115,g,4718.872246248685
58880.5156829,18.07073832606782,0.07495978238644191,r,6185.194476741525
58881.3191204,18.072214364593773,0.08299238227792283,r,6185.194476741525
58881.3687037,18.063565266881884,0.07656694174241736,r,6185.194476741525
58881.3846875,17.365007497182994,0.0371215610407982,i,7499.704174464691
58881.4150347,17.38727509074088,0.04074781482405301,i,7499.704174464691
58881.4766204,18.577527364244254,0.0810386411947731,g,4718.872246248685
58881.501944,17.757,0.044,o,6866.2638386279095
58881.508529,17.868,0.039,o,6866.2638386279095
58881.511388,17.853,0.041,o,6866.2638386279095
58881.524662,17.836,0.04,o,6866.2638386279095
58883.3319676,17.395041542085032,0.0543289893017647,i,7499.704174464691
58883.3511343,17.384087100338625,0.0536188833326013,i,7499.704174464691
58883.4352546,18.623464235463842,0.08836523205945923,g,4718.872246248685
58883.4630324,18.562260322957258,0.08062097019955951,g,4718.872246248685
58883.506331,18.08516040557383,0.08801408677426363,r,6185.194476741525
58883.5160069,18.064948858055022,0.08756544661168279,r,6185.194476741525
58883.5660648,18.078673855065773,0.10063802434775752,r,6185.194476741525
58884.2755324,18.602392604489943,0.21275702368759797,g,4718.872246248685
58884.3112384,18.533354922510284,0.1610829017964708,g,4718.872246248685
58884.332338,17.406689031509423,0.07407454338611394,i,7499.704174464691
58884.337662,17.361798170661764,0.050095097196362584,i,7499.704174464691
58884.3595949,17.387353388990594,0.049226656101730666,i,7499.704174464691
58884.4917361,18.13259711282376,0.08942138362717654,r,6185.194476741525
58884.5116204,18.084739638171538,0.08921643262480289,r,6185.194476741525
58885.224919,18.063974079720907,0.21916562720718774,r,6185.194476741525
58885.2424421,18.13429256430503,0.2037255007506869,r,6185.194476741525
58885.2899769,18.556997546296817,0.2653720101111092,g,4718.872246248685
58885.2970949,18.56867330389828,0.26221030548166435,g,4718.872246248685
58885.3164699,17.355774113291435,0.06217593664483051,i,7499.704174464691
58885.3386458,17.385438744322496,0.06320661578366778,i,7499.704174464691
58885.437171,17.792,0.053,o,6866.2638386279095
58885.440278,17.793,0.066,o,6866.2638386279095
58885.44661,17.821,0.061,o,6866.2638386279095
58885.457597,17.991,0.057,o,6866.2638386279095
58886.2907523,18.178355389824482,0.1576788972972562,r,6185.194476741525
58886.3093403,18.133634187570756,0.14748284685582938,r,6185.194476741525
58886.3375926,17.312109086819973,0.05288032227398256,i,7499.704174464691
58886.3598032,17.411379585005296,0.057045614292529113,i,7499.704174464691
58886.4236458,18.521825417045093,0.1942920311100876,g,4718.872246248685
